season,date,league_id,league,HomeTeam,AwayTeam,spi1,spi2,prob1,prob2,probtie,proj_score1,proj_score2,importance1,importance2,score1,score2
2020,24/01/21,1849,netherland,Feyenoord,AZ Alkmaar,60.8,61.38,0.4621,0.2703,0.2675,1.63,1.19,55.3,47.2,2.0,3.0
2020,26/01/21,1849,netherland,Zwolle,Heracles,39.24,41.8,0.4215,0.2712,0.3073,1.28,0.97,6.3,3.3,2.0,2.0
2020,26/01/21,1849,netherland,FC Emmen,PSV Eindhoven,28.3,64.65,0.1196,0.6858,0.1946,0.85,2.31,26.2,77.3,0.0,2.0
2020,26/01/21,1849,netherland,Groningen,Den Haag,43.05,25.18,0.6023,0.1422,0.2555,1.71,0.69,0.6,39.9,3.0,0.0
2020,27/01/21,1849,netherland,AZ Alkmaar,Utrecht,63.15,52.95,0.5908,0.1779,0.2312,2.01,1.01,42.8,0.2,0.0,1.0
2020,27/01/21,1849,netherland,Waalwijk,For Sittard,30.38,36.04,0.4249,0.2976,0.2776,1.5,1.21,50.9,12.9,1.0,2.0
2020,27/01/21,1849,netherland,VVV Venlo,Vitesse,29.39,53.7,0.2151,0.5365,0.2484,1.09,1.85,35.7,49.9,4.0,1.0
2020,27/01/21,1849,netherland,Heerenveen,Feyenoord,39.07,59.45,0.2465,0.4995,0.2539,1.19,1.79,3.7,24.6,3.0,0.0
2020,28/01/21,1849,netherland,Sparta Rotterdam,Twente,42.68,43.38,0.4481,0.2829,0.26899999999999996,1.6,1.22,2.9,0.8,0.0,0.0
2020,28/01/21,1849,netherland,Ajax,Willem II,79.89,33.12,0.9182,0.016,0.0658,3.45,0.35,69.4,55.1,3.0,1.0
2020,30/01/21,1849,netherland,Heracles,Groningen,42.18,43.46,0.4276,0.2568,0.3156,1.24,0.89,3.6,2.4,1.0,0.0
2020,30/01/21,1849,netherland,Utrecht,Zwolle,53.92,38.94,0.5912,0.1566,0.2522,1.76,0.77,0.4,5.1,3.0,3.0
2020,30/01/21,1849,netherland,For Sittard,VVV Venlo,37.3,31.17,0.5174,0.239,0.2436,1.91,1.24,7.8,16.5,3.0,2.0
2020,30/01/21,1849,netherland,Vitesse,Waalwijk,51.89,29.25,0.6698,0.1143,0.2159,2.03,0.69,33.6,47.0,1.0,1.0
2020,31/01/21,1849,netherland,Twente,Heerenveen,43.13,41.02,0.457,0.2784,0.2646,1.65,1.24,0.1,1.1,0.0,0.0
2020,31/01/21,1849,netherland,Feyenoord,PSV Eindhoven,57.64,65.75,0.3397,0.3901,0.2702,1.39,1.5,32.0,74.3,3.0,1.0
